Ticker,ret_1w,ret_1m,ret_2m_display,ret_3m,ret_6m,vol_6m,ret_2m,z_2m,recent_min_z_2m,recent_max_z_2m,recent_bull_cross,recent_bear_cross,ema_bullish,ema_bearish
LAURUSLABS.NS,0.02082398988709966,0.12760982634463747,0.17052382613262562,0.4105355920069722,0.5054331247285446,0.32182926290200925,0.17052382613262562,0.16949117175794795,0.03196560290051543,0.556760815266126,True,True,True,False
LICI.NS,-0.013091368326496156,-0.02374186489688046,-0.46324399630350555,-0.4811012862269569,-0.48337840431976997,0.772071736393762,-0.46324399630350555,-2.2758348534642976,-2.5922583171444957,-2.265959051877369,True,True,False,True
LODHA.NS,0.04506424159675304,0.3058322924262964,0.3624431263316761,0.39974311862539613,0.11592510131549982,0.4376905359963142,0.3624431263316761,3.0056396661801426,1.8076827317500437,3.3881071611602693,False,False,True,False
LUPIN.NS,0.01846755975943082,0.0693995341021334,0.10032817712891062,0.0799158764797494,0.15410741111891912,0.20216894077575104,0.10032817712891062,1.5751679044188132,-0.5953135177037755,1.9235637714732292,True,True,True,False
M&M.NS,0.03504344894858047,0.041270944558529754,0.025462815080168344,-0.006177100161765092,-0.12557696267325547,0.3237398560388299,0.025462815080168344,0.3011818399727062,-1.1051080851595105,0.3750783323727286,True,True,True,False
MANAPPURAM.NS,0.0720816624703835,0.10387574686183232,0.10214634725667393,0.30713486444400573,0.14186013212894522,0.35927611503325896,0.10214634725667393,0.5478857604758821,0.027929456278774727,0.7954744363016234,True,True,True,False
MANKIND.NS,0.01912208149672434,0.0684699081150617,-0.0017028145477923085,0.203125,0.16513849609912357,0.29418947555103936,-0.0017028145477923085,-0.09758692925113628,-0.1295281545266224,0.5372308252724002,True,True,True,False
MARICO.NS,0.006248143581454535,0.044672909302152286,0.01800939276772162,0.12205859615612513,0.12895972665893196,0.18852587628625125,0.01800939276772162,-0.24607922872220916,-0.7939588905859273,0.22621106640596342,True,True,True,False
MARUTI.NS,0.00800652383423528,0.015080253826054602,0.045681765746366176,0.010929368029739761,-0.17222695726287596,0.28418964355454424,0.045681765746366176,0.21011153465201335,-0.15096780904500506,0.33295253356619847,False,True,False,True
MFSL.NS,-0.04480016894119454,-0.07781706141161049,-0.052910052115325845,-0.08846519427668931,-0.06481985109187438,0.3016847538769849,-0.052910052115325845,-1.0530421509711174,-1.464199422710525,-0.10658127725899455,True,True,False,True
MAXHEALTH.NS,0.006862475828034675,0.0051610179621488506,0.022961861451494148,0.08805067580738579,0.07021987738285973,0.269123218803648,0.022961861451494148,0.5935464598384999,0.5935464598384999,1.434238317636053,False,True,False,True
MAZDOCK.NS,-0.0024576485984595386,-0.06535111633247215,-0.03433421506907852,-0.10189983919243217,-0.05130160694523678,0.39790406928891114,-0.03433421506907852,0.12998113380817655,-0.6845259639813909,0.26636229743588685,False,True,False,True
MPHASIS.NS,0.0032879689194367234,0.04965825695975745,0.06826754831968129,-0.015266819339573856,-0.1717645756105296,0.33147982310640467,0.06826754831968129,0.9318152417820978,0.3911270269207117,1.5575991819719572,False,False,True,False
MCX.NS,-0.031162486125495215,-0.0009273477462620194,-0.1860998951352265,-0.020251178520066082,0.22163102973042959,0.42941333362369105,-0.1860998951352265,-2.3970564400416112,-2.400130909891918,-1.7997707978891224,True,True,False,True
